sentence,睿智,狂野,活力,佛系,浪漫,善良,幽默
恩,12,9,11,10,7,11,11
哦,12,9,11,10,7,11,11
像是?,12,9,11,10,7,11,11
哦?,12,9,11,10,7,11,11
領域,12,9,11,10,7,11,11
影記組,12,9,11,10,7,11,11
哦,12,9,11,10,7,11,11
哪一種球?,12,9,11,10,7,11,11
很容易受傷,12,9,11,10,7,11,11
對,12,9,11,10,7,11,11
女籃應該準就好,12,9,11,10,7,11,11
喔剛剛講到系對我想到其實我之前打過兩種系隊，就是嘗試，但是沒有打很久就是撐到新生盃完,12,9,11,10,7,11,11
就退隊了，然後我就是打系籃跟系橄，橄欖球,12,9,11,10,7,11,11
就這兩個其實是最容易受傷的,12,9,11,10,7,11,11
對對對對對，還好學生都不錯就都沒事,12,9,11,10,7,11,11
其實ㄟ你有聽過哪裡的系橄嗎,12,9,11,10,7,11,11
真的嗎?那就 還好，剛好,12,9,11,10,7,11,11
我想一下 系橄喔…系橄其實有一次我打的時候，就我打一場，然後那時候我就打後衛,12,9,11,10,7,11,11
因為我身材比較沒有那麼大隻，然後我就是跑，我從旁邊要切進去要衝過去達陣,12,9,11,10,7,11,11
結果對面有個很大隻的直接從跨下把我扛起來,12,9,11,10,7,11,11
然後我就被摔到地上,12,9,11,10,7,11,11
不過我們平常會練一些，怎麼摔可以防止自己受傷,12,9,11,10,7,11,11
我覺得這蠻重要的,12,9,11,10,7,11,11
ㄜ 不用因為好像有分成英式橄欖球跟美式他們英文好像叫RUGBY跟SOCCER,12,9,11,10,7,11,11
然後我們是打那種不用護具的但是那就是動作不能太誇張,12,9,11,10,7,11,11
自強,12,9,11,10,7,11,11
因為不是有個大的草皮嗎,12,9,11,10,7,11,11
對那個就是打橄欖球跟棒球的,12,9,11,10,7,11,11
然後說到那個摔車就是因為我有一次騎腳踏車騎太快,12,9,11,10,7,11,11
然後我追在同學後面，可是，我們兩個太無聊那時候剛好前面沒人，就沒仔細看就急剎然後就噴出去了,12,9,11,10,7,11,11
然後還好平常有練過那個 怎麼摔,12,9,11,10,7,11,11
對我下去就直接抱胸然後還好就是,12,9,11,10,7,11,11
一點點擦傷,12,9,11,10,7,11,11
那你打排球強嗎?有甚麼心得嗎?你為甚麼想要去打系隊,12,9,11,10,7,11,11
對對對對,12,9,11,10,7,11,11
恩恩,12,9,11,10,7,11,11
對對對,12,9,11,10,7,11,11
恩恩,12,9,11,10,7,11,11
哦~,12,9,11,10,7,11,11
所以你是高中前就有在接觸排球?,12,9,11,10,7,11,11
就是平常體育課上課練一練就去打那種,12,9,11,10,7,11,11
救球,12,9,11,10,7,11,11
所以你們有人會穿護套嘛?,12,9,11,10,7,11,11
哦護膝因為成大場地哈哈,12,9,11,10,7,11,11
下去他們說中正堂很痛,12,9,11,10,7,11,11
對他們有打進去，就是系際盃那樣,12,9,11,10,7,11,11
對 他好像是 準決賽的時候,12,9,11,10,7,11,11
他們說很痛,12,9,11,10,7,11,11
真的喔，你們平常在光復打球?,12,9,11,10,7,11,11
你們白天練?還是晚上?,12,9,11,10,7,11,11
正中午?,12,9,11,10,7,11,11
太熱了吧,12,9,11,10,7,11,11
會中暑吧,12,9,11,10,7,11,11
你會噴那個防曬嗎?,12,9,11,10,7,11,11
喔喔,12,9,11,10,7,11,11
恩恩,12,9,11,10,7,11,11
我們那時候系籃，那時候大一的時候也是中午練球然後就變超黑,12,9,11,10,7,11,11
因為我們系隊就是比較沒有錢然後晚上借場要錢,12,9,11,10,7,11,11
我們就只能晨練或中午,12,9,11,10,7,11,11
就是星期一第四節，學校規定不能排課，就是從第四節練到中午,12,9,11,10,7,11,11
那時候就變超黑,12,9,11,10,7,11,11
回去爸媽都認不得,12,9,11,10,7,11,11
真的真的，然後擦防曬也是一樣，很容易就掉了,12,9,11,10,7,11,11
皮膚會變超差,12,9,11,10,7,11,11
剛剛講到攝影，所以你有跑過影記?,12,9,11,10,7,11,11
宿營喔,12,9,11,10,7,11,11
喔,12,9,11,10,7,11,11
然後就用別人的相機,12,9,11,10,7,11,11
宿營喔，我們系上宿營今年被砍掉了,12,9,11,10,7,11,11
對啊，喔我那時候也是大學才進攝影這塊,12,9,11,10,7,11,11
因為我以前小時候是學美術的,12,9,11,10,7,11,11
所以對構圖有基本概念,12,9,11,10,7,11,11
然後我大學就想說 懶得畫畫也沒有時間畫畫,12,9,11,10,7,11,11
就想說拍照就拍一下，就頂多再修一下之類的,12,9,11,10,7,11,11
所以我在大一有去打工，把這些錢存下來去買一台二手單眼,12,9,11,10,7,11,11
然後就進到現在,12,9,11,10,7,11,11
就我玩了一陣子但主要是出去玩的時候拍,12,9,11,10,7,11,11
可以買微單或類單這種，應該存個兩萬就有了,12,9,11,10,7,11,11
我現在覺得手機也不錯,12,9,11,10,7,11,11
現在手機越出越強大,12,9,11,10,7,11,11
OPPO哈哈 你有聽過OPPO的那個?,12,9,11,10,7,11,11
你有拿他來試試看嘛?,12,9,11,10,7,11,11
超級可怕,12,9,11,10,7,11,11
然後他的美膚又超強的,12,9,11,10,7,11,11
因為我就是買OPPO哈哈,12,9,11,10,7,11,11
對，就是有點可怕，如果開太強皮膚變得太平滑了,12,9,11,10,7,11,11
所以感覺你也不是大一的,12,9,11,10,7,11,11
我覺得應該不會哈哈哈,12,9,11,10,7,11,11
我有個朋友說應該沒有研究生，然後有個剛剛自我介紹說他是中國人,12,9,11,10,7,11,11
可是我聽不太出來,12,9,11,10,7,11,11
他就說影片看的出來有個女生是中國人,12,9,11,10,7,11,11
他超強的,12,9,11,10,7,11,11
好我叫樂觀的拉拉熊,12,9,11,10,7,11,11
其實戴這蠻不舒服的,12,9,11,10,7,11,11
對啊看不到,12,9,11,10,7,11,11
真的，好先自我介紹,12,9,11,10,7,11,11
好我先，我叫樂觀的   ，所以很明顯我是一個樂觀的人,12,9,11,10,7,11,11
我會怎麼跟別人介紹自己?我常跟別人說自己是一個自虐狂,12,9,11,10,7,11,11
為甚麼?因為通常如果有兩條路，一條比較難，一條輕鬆，我通常會選擇難的,12,9,11,10,7,11,11
有點自虐，我會找事情去做，我一直覺得這樣比較有成就感，然後去嘗試很多不一樣的事情,12,9,11,10,7,11,11
我會想辦法去做不一樣的事情，然後認識不一樣的人，對，每個人背後都有自己的故事,12,9,11,10,7,11,11
覺得可以了解每個人背後的故事就很有趣,12,9,11,10,7,11,11
我平常興趣就是攝影，然後打球、騎檔車跟打桌遊,12,9,11,10,7,11,11
對還有讀書哈哈這很重要，大概是這樣,12,9,11,10,7,11,11
恩恩,12,9,11,10,7,11,11
ㄟ你的自介影片是不是?,12,9,11,10,7,11,11
我超有印象的,12,9,11,10,7,11,11
哈哈哈就一隻腳,12,9,11,10,7,11,11
超好笑,12,9,11,10,7,11,11
其實我也蠻隨便拍的,12,9,11,10,7,11,11
你說其他的男生還是?喔你們應該看不到,12,9,11,10,7,11,11
我叫我室友，我就跟他說隨便拍就好,12,9,11,10,7,11,11
這可以講嗎?我大三,12,9,11,10,7,11,11
喔~你大二喔哈哈,12,9,11,10,7,11,11
我不是，我是覺得很有趣就問我朋友有沒有興趣,12,9,11,10,7,11,11
對對對其實我們在場認識好幾個啦男生,12,9,11,10,7,11,11
對啊,12,9,11,10,7,11,11
幾乎 全部哈哈哈,12,9,11,10,7,11,11
應該是因為有一直注意粉專發的圖甚麼的,12,9,11,10,7,11,11
對啊，因為我以前也做過類似的東西，類似一點點這種網宣的東西，所以對這個就蠻敏感的,12,9,11,10,7,11,11
我就覺得這個活動的報名人數可能不多，才會做這麼多波的網宣,12,9,11,10,7,11,11
ㄜ對啊對啊,12,9,11,10,7,11,11
我覺得大一大二就有，我先講大二好了，因為我是讀比較累的系但是我又接了一個活動的總召,12,9,11,10,7,11,11
然後總召通常是大三才能接，但是我那時候大二的時候大三沒人接，所以就不小心就入坑了,12,9,11,10,7,11,11
我去系會辦跟學長聊天，他們就說ㄟ你要不要來，然後我就去開會，然後去的時候就不小心被推總召了,12,9,11,10,7,11,11
對然後就是這件事情就很奇妙，我就有點像是直接升上去，有點像那種台灣富二代,12,9,11,10,7,11,11
沒有經驗可是就直接往上升,12,9,11,10,7,11,11
對然後那時候我還要顧課業，因為我們系上課業很重不然會被當掉，然後那時候就很崩潰,12,9,11,10,7,11,11
不是不是不是，為甚麼會覺得我是醫學系?,12,9,11,10,7,11,11
很累,12,9,11,10,7,11,11
這可以講嗎?,12,9,11,10,7,11,11
那你覺得是機械系?好,12,9,11,10,7,11,11
哈哈哈對,12,9,11,10,7,11,11
很多機械系的喔?大二的嗎?,12,9,11,10,7,11,11
你知道他們名字嗎?大概?,12,9,11,10,7,11,11
哦哦哦~,12,9,11,10,7,11,11
他蠻有名的啊,12,9,11,10,7,11,11
因為他男朋友就是我們家…,12,9,11,10,7,11,11
怎麼大家都認識她哈哈,12,9,11,10,7,11,11
怎麼會剛好認識他知道他男朋友,12,9,11,10,7,11,11
喔~,12,9,11,10,7,11,11
這樣還不錯，住宿舍不錯我現在也住宿舍，不過我住三創,12,9,11,10,7,11,11
就是光一那邊二樓是三創，三創是給就是會有三分之二是男生三分之一是女生,12,9,11,10,7,11,11
不是，他是先申請之後才抽，我們那時候超怕抽不到因為已經要升大三了,12,9,11,10,7,11,11
恩..環境還好但室友比較好,12,9,11,10,7,11,11
我室友很厲害,12,9,11,10,7,11,11
對對對，都蠻不錯的,12,9,11,10,7,11,11
不一定是頭腦比較好的,12,9,11,10,7,11,11
對比較有想法的做一些不一樣事情的人都會聚集在這,12,9,11,10,7,11,11
可是我室友不會說年紀比我小，一個跟我同年紀，還有大四的，我大四的室友去年都在交換,12,9,11,10,7,11,11
去新加坡跟法國,12,9,11,10,7,11,11
所以就很酷啊可以跟他聊很多東西,12,9,11,10,7,11,11
就很像有個mentor的感覺，很酷,12,9,11,10,7,11,11
三個，光一是三個,12,9,11,10,7,11,11
你是住勝後?最好的那棟嗎?我其實有點忘記,12,9,11,10,7,11,11
喔~,12,9,11,10,7,11,11
就是要自己洗,12,9,11,10,7,11,11
恩恩,12,9,11,10,7,11,11
哈哈，如果男生可能就會覺得很累,12,9,11,10,7,11,11
喔~那你們剛進去的時候浴室會很髒嗎?就是前一個留下來的或者是他陳年有沒有累積,12,9,11,10,7,11,11
那這樣還不錯,12,9,11,10,7,11,11
那你是甚麼系哈哈,12,9,11,10,7,11,11
企管?是不是因為主辦是企管所以很多企管的哈哈,12,9,11,10,7,11,11
一半都企管系的,12,9,11,10,7,11,11
剛剛我遇到那個也是打排球的ㄟ,12,9,11,10,7,11,11
他也是企管的?喔原來原來,12,9,11,10,7,11,11
他是隊長?,12,9,11,10,7,11,11
他表現的很謙虛,12,9,11,10,7,11,11
所以你們兩個很強嘛?,12,9,11,10,7,11,11
哈哈真的喔?就是幫忙處理一些事情?,12,9,11,10,7,11,11
最強的有時候好像都會想要當隊員就好，可以把心思放在練球,12,9,11,10,7,11,11
喔對我剛剛有講到，我大一有做過那些比較困難的事情,12,9,11,10,7,11,11
我大一有打過系籃跟系橄，橄欖球你有看過嗎,12,9,11,10,7,11,11
他是在自強校區,12,9,11,10,7,11,11
哈哈哈好沒關係，就是你看到一群人跑來跑去，一群瘋子跳來跳去就是籃球,12,9,11,10,7,11,11
然後通常這兩個運動是受傷率最高的，就是籃球橄欖球，還有足球阿,12,9,11,10,7,11,11
對足球要全場跑來跑去,12,9,11,10,7,11,11
然後有時候踢不好還會整個撞到頭,12,9,11,10,7,11,11
對阿有些人不是會去鏟球嗎，就是往地上有點像滑壘這樣，或是倒掛金鉤之類的,12,9,11,10,7,11,11
對很容易撞到頭,12,9,11,10,7,11,11
足球你說不會看到胖的?,12,9,11,10,7,11,11
那太累了哈哈,12,9,11,10,7,11,11
對,12,9,11,10,7,11,11
對對對對對,12,9,11,10,7,11,11
橄欖球也會有肉肉的因為需要跟別人碰撞，籃球也需要,12,9,11,10,7,11,11
還好那時候我新生盃打完全身而退，因為那個運動真的很容易受傷,12,9,11,10,7,11,11
對我們新生盃打完，一個手脫臼然後兩個腳傷吧,12,9,11,10,7,11,11
然後我覺得最可怕是有一次打球我從外面切，然後有個人來防守我他很大隻,12,9,11,10,7,11,11
就我那時候不是要閃來閃去嗎,12,9,11,10,7,11,11
然後我那時候踩一步太慢就被他抓到我的方向，因為他猜對了他就從我胯下把我整個扛起來,12,9,11,10,7,11,11
然後我就被摔到地上去,12,9,11,10,7,11,11
你是說穿那個裝備那個?,12,9,11,10,7,11,11
對阿因為橄欖球分英式跟美式,12,9,11,10,7,11,11
對對對，有一種是要裝備的,12,9,11,10,7,11,11
就是不用裝備的?,12,9,11,10,7,11,11
超可怕的,12,9,11,10,7,11,11
對,12,9,11,10,7,11,11
對對一坨尖尖的,12,9,11,10,7,11,11
然後就，還好下去沒有受傷就全身而退了,12,9,11,10,7,11,11
哈哈哈很可怕,12,9,11,10,7,11,11
你是大一就進去了?,12,9,11,10,7,11,11
你們系排強嗎哈哈 超直接的,12,9,11,10,7,11,11
可以炫耀一下,12,9,11,10,7,11,11
好強喔,12,9,11,10,7,11,11
為甚麼叫重生,12,9,11,10,7,11,11
小兔子也是室友嗎,12,9,11,10,7,11,11
哦~屬兔喔,12,9,11,10,7,11,11
那就很好推年齡~沒有拉哈哈哈,12,9,11,10,7,11,11
可以這麼直接喔?,12,9,11,10,7,11,11
我不知道,12,9,11,10,7,11,11
喔真的喔?,12,9,11,10,7,11,11
沒有關係，阿你怎麼來這,12,9,11,10,7,11,11
喔我已經知道這邊可能大多是暗樁,12,9,11,10,7,11,11
我知道你們都認識,12,9,11,10,7,11,11
那你怎麼來這裡 走路嗎還是,12,9,11,10,7,11,11
喔你有機車喔,12,9,11,10,7,11,11
所以你住外面嗎,12,9,11,10,7,11,11
蠻近的阿，應該騎腳踏車就夠了,12,9,11,10,7,11,11
我都騎機車，機車很方便,12,9,11,10,7,11,11
所以你的系館也是在湖的另外一邊嗎?,12,9,11,10,7,11,11
路痴? 那你知道成功湖在哪嗎?,12,9,11,10,7,11,11
旁邊是榕園不是嗎,12,9,11,10,7,11,11
就榕園再過去那裏就我們系館,12,9,11,10,7,11,11
我再問一個好了，你們系館是在雕像那邊嗎?,12,9,11,10,7,11,11
21雕像那裏?喔~,12,9,11,10,7,11,11
哈哈被發現了，沒有我只有通識課的時候才會去，不然就是去唯農,12,9,11,10,7,11,11
你都在光復，所以你應該沒去過自強校區吧?,12,9,11,10,7,11,11
練球?,12,9,11,10,7,11,11
排球?不是約在光復就有了嗎,12,9,11,10,7,11,11
自強有排球場嗎?,12,9,11,10,7,11,11
恩恩,12,9,11,10,7,11,11
喔~,12,9,11,10,7,11,11
我只有去看過我們系籃，在那裏，然後棒球，系桿，我沒看過排球,12,9,11,10,7,11,11
這樣不是跑很遠?從光復,12,9,11,10,7,11,11
對阿,12,9,11,10,7,11,11
真的喔?你上誰的阿,12,9,11,10,7,11,11
喔宏達喔 他是校隊指導老師,12,9,11,10,7,11,11
恩他有帶校隊,12,9,11,10,7,11,11
對阿，算挺涼的，快樂打桌球,12,9,11,10,7,11,11
所以他上課都上甚麼?就放生?,12,9,11,10,7,11,11
喔~還有隊長喔,12,9,11,10,7,11,11
所以組長是?,12,9,11,10,7,11,11
也是修同一堂課的嗎?,12,9,11,10,7,11,11
所以你在a?,12,9,11,10,7,11,11
然後分組完就打比賽,12,9,11,10,7,11,11
比賽算成績嗎,12,9,11,10,7,11,11
但其實也沒差零學分,12,9,11,10,7,11,11
我覺得我不能去上桌球,12,9,11,10,7,11,11
因為我是打校隊的,12,9,11,10,7,11,11
恩對,12,9,11,10,7,11,11
進入校隊很好進，桌球校隊是我聽到最好進的，門檻最低的,12,9,11,10,7,11,11
像羽球，我們之前都在中正堂練，我們都是新生盃就會找一些人進來,12,9,11,10,7,11,11
但是羽球校隊是找人進來還要考試，考試完再選一些進來,12,9,11,10,7,11,11
然後聽說每學期都會打淘汰賽，只要淘汰賽沒打好就掰了,12,9,11,10,7,11,11
然後桌球校隊就是，新生盃被找進來後就練球,12,9,11,10,7,11,11
假設系際盃看到不錯的就抓進來練,12,9,11,10,7,11,11
然後有一些學長是修體育課，校隊全部都可以抵，然後抵完之後就退隊了,12,9,11,10,7,11,11
因為他實力其實也沒有很強就進來了,12,9,11,10,7,11,11
對阿我們門檻比較低啦,12,9,11,10,7,11,11
我在裡面算是當陪練,12,9,11,10,7,11,11
對阿，因為我的實力也沒有..裡面太多厲害的人了,12,9,11,10,7,11,11
就去那邊運動一下,12,9,11,10,7,11,11
真的嗎認真?,12,9,11,10,7,11,11
沒有阿因為我聽到蠻多人說對桌球沒什麼興趣,12,9,11,10,7,11,11
嗨你好,12,6,11,6,6,9,8
呃…,12,6,11,6,6,9,8
我喜歡唱歌,12,6,11,6,6,9,8
我喜歡唱歌 我喜歡唱歌 還有 呃…,12,6,11,6,6,9,8
還有彈吉他　然後彈琴這樣,12,6,11,6,6,9,8
我喜歡唱　其實流行歌我都蠻喜歡的,12,6,11,6,6,9,8
周興哲　我都唱那種悲…,12,6,11,6,6,9,8
呃對　對但就還算可以唱　但是沒有很清楚　我喜歡的歌手的聲音都蠻高的　像林俊傑、周杰倫、曹格我都蠻喜歡的　我喜歡唱很悲哀的歌,12,6,11,6,6,9,8
對對對　其實蠻符合我的心境的,12,6,11,6,6,9,8
用甚麼聽,12,6,11,6,6,9,8
用甚麼聽　KKBOX嗎,12,6,11,6,6,9,8
哦你不想下載,12,6,11,6,6,9,8
呵呵呵呵,12,6,11,6,6,9,8
恩我會彈吉他,12,6,11,6,6,9,8
哦對對對對　學得怎麼樣,12,6,11,6,6,9,8
為甚麼,12,6,11,6,6,9,8
我們學校也很少人,12,6,11,6,6,9,8
可是沒有想要自己練嗎,12,6,11,6,6,9,8
沒有想要自己練嗎,12,6,11,6,6,9,8
大學之後會想要繼續練吉他玩音樂嗎,12,6,11,6,6,9,8
其實學吉他的人大部分都會喜歡作歌、或是自己寫歌　你也可以嘗試看看,12,6,11,6,6,9,8
你說Ｃ調和弦嗎 你是記到哪裡,12,6,11,6,6,9,8
就只剩下Ｃ和弦,12,6,11,6,6,9,8
封閉沒有練上去嗎,12,6,11,6,6,9,8
有點可惜耶,12,6,11,6,6,9,8
你說右手嗎,12,6,11,6,6,9,8
你說分散和弦嗎,12,6,11,6,6,9,8
哦就是撥的　撥的,12,6,11,6,6,9,8
可是其實可以看感覺去撥就好　我自己覺得啦,12,6,11,6,6,9,8
不用看書　因為吉他的書不是都會跟你說都要勾到那個弦,12,6,11,6,6,9,8
其實我覺得不用,12,6,11,6,6,9,8
